Lser-Atta1,1.682737865,2.11937528,0.799062348,0.69862711,2.947770807,11.50125785,1.66967079,2.846870151,5.152467577,3.007476964,3.344400113,5.412720868,0.263049318,0.376067185,1.051093387,0.670424261,1.833367378,1.839117665,1.051684233,1.047273824,5.147522174,0.378756459,6.781353482,0.854579881,0.583249965,1.128440668,0.37284491,0.56637675,0.755094909,2.237022415,0.393231773,0.353263977,0.961094571,0.420970919,1.086091864,1.891575149,0.916664432,0.690640577,0.445184638,0.800276682,0.757865469,0.963793845,1.16784417,1.785132125,2.181696233,1.435931762,0.546107412,0.473026324,2.380315426,1.414392481,0.497945527,0.458402022,1.699657009,1.019490206,2.027647994,1.738622455,1.829687095,3.873314064,1.066187735,1.189789654,0.319997918,1.184873011,1.121172136,2.98125452,3.118557302,4.662340889,2.701744314,0.895938646,1.728282034,1.951033422,1.972008277,2.798750739
Lser-Atta2,9.255058257,47.76745823,38.67461766,6.811614326,7.369427018,62.32076928,10.66020581,14.83369184,521.3084843,38.5332986,191.7456065,30.13081283,1.18372193,1.754980195,3.810213527,2.949866746,53.32043458,18.78527329,33.78535598,26.53093688,353.1864408,15.02400622,350.6171667,11.00271596,4.082749755,1.551605919,0.124281637,1.246028849,3.272077937,10.12546988,15.23773122,5.416714308,6.086932285,0.841941838,28.08323249,19.62509217,0.802081378,2.861225248,0.333888479,3.067727282,29.2536071,11.42784131,32.55365624,11.26864654,145.238635,2.871863525,32.8756662,2.601644783,29.62170308,8.132756764,14.24124206,4.698620726,26.25025825,2.650674535,25.75112953,9.065674228,41.37907739,17.42991329,5.197665209,27.36516203,1.066659726,269.7955845,2.578695913,9.851101891,189.6379845,25.93427119,103.4768072,24.95829086,13.36538106,134.5065395,7.888033106,145.0261747
Lser-Atta3,0.631026699,0,0.479437409,0.873283888,1.326496863,6.820513376,1.155925931,1.048846898,13.79042793,4.511215445,5.733257336,3.067208492,0,0.626778641,0.919706713,0.670424261,1.833367378,1.182289927,1.314605291,3.95636778,5.977767686,1.515025837,6.675394834,2.350094671,0.583249965,1.128440668,0.248563273,0.4531014,0.503396606,0.706428131,0.491539717,0.117754659,0.640729714,1.052427297,1.086091864,2.364468936,0.343749162,0.493314698,0.445184638,0.266758894,1.21258475,1.92758769,1.459805212,1.896702883,2.493367124,0.331368868,1.638322236,2.601644783,0.396719238,0.70719624,0.099589105,0.114600506,0.472126947,0.101949021,1.926265595,0.248374636,2.674158062,2.42082129,0.533093868,4.878137579,0.213331945,0.592436505,0.224234427,0.129619762,2.376043659,3.642453819,1.215784941,0.895938646,2.765251254,2.869166797,2.698537642,4.325342052
Lser-Sarco1,130.832869,150.9647315,145.5891599,153.6979643,140.461279,168.3730655,138.4542393,131.4055328,251.1070228,122.1787516,168.1755485,140.0090465,124.0277533,133.3784948,134.8027269,117.1901607,151.8639311,126.7677533,134.3526607,121.7164911,207.3953289,120.8233105,176.2092319,126.3709998,101.1938689,111.433516,113.8419791,114.0682774,109.2370634,123.3894469,125.8341675,125.290957,119.6562741,104.6112733,125.6763443,120.9425861,109.7705658,123.0326857,109.4041248,124.1762652,126.5635333,128.4599511,134.156099,123.0625459,143.8880611,110.4562894,125.9323692,111.1611862,143.4801243,123.8772081,141.5161186,119.0699252,140.6938302,140.7915974,145.3823612,138.9656091,122.4482902,127.8193641,133.1401934,129.6870722,119.0392255,185.9065754,127.4772719,135.7118905,176.4212417,134.479395,145.0836696,117.6239451,129.0450585,150.9181735,130.6714958,139.0470254
Lser-Sarco2,0.210342233,0.326057735,1.598124697,0,0.14738854,5.483157812,0.642181073,0.299670542,49.25152831,0.939836551,5.892514484,0.541272087,0.131524659,0.125355728,0.39416002,1.474933373,8.708495045,2.62731095,5.258421164,5.469096637,51.47522174,4.545077511,34.96635389,1.709159761,0,0,0,0.11327535,0.377547454,0.470952087,1.76954298,0.706527953,0.160182429,0.631456378,1.706715787,1.773351702,0.343749162,1.479944094,0,0.800276682,3.940900438,1.239163515,4.963337722,6.024820923,26.90758688,0.331368868,3.385865954,0,0.793438475,0,0.497945527,0.114600506,0.188850779,0.407796082,0.709676798,0.496749273,1.266706451,0.242082129,0.133273467,0.237957931,0.106665973,42.06299188,0.112117214,2.98125452,32.07658939,3.351057514,21.47886729,4.735675701,0.806531616,9.181333752,1.245478912,17.81023198
Lser-AFP,12.19984952,65.21154707,104.1977302,4.017105885,3.389936428,9.227753391,5.779629657,21.72611431,63.34504257,18.60876371,6.21102878,32.83717327,2.104394541,16.54695612,23.38682786,20.91723693,7.791811356,5.385987447,22.74267154,8.843645625,30.22093663,5.933851194,201.8512247,16.34384021,6.99899958,6.065368593,2.237069459,4.757564698,5.28566436,53.09984785,73.92757339,10.36240998,10.57204029,7.366991081,32.27244397,15.13260119,2.406244135,12.03687863,3.450180945,41.21424914,7.578654689,22.85568261,85.54458544,77.87638897,34.07601736,17.67300631,5.461074119,8.159704094,113.8584212,18.38710225,23.80179617,28.76472688,13.59725607,2.752623556,13.58524156,10.18336009,25.47487417,9.92536729,2.398922404,3.688347926,8.853275728,118.842763,9.529963157,120.5463784,18.71134381,66.14696136,27.28761757,20.99056257,10.02403579,130.1454059,10.27520102,9.032331932
Lser-PCecL1,0.841368932,3.749663957,0.799062348,9.43146599,2.947770807,6.68677782,0.256872429,4.944563946,0.303086328,2.631542343,4.618457298,7.216961158,1.052197271,7.897410878,1.708026753,3.352121303,3.055612297,3.021407592,0.788763175,6.632734219,6.143816788,5.807599041,0.529793241,20.18944968,9.915249406,8.32224993,4.225575645,6.569970297,5.914910117,4.003092742,6.390016317,9.42037271,12.17386457,4.630680108,18.77387366,5.792948894,3.208325513,13.2208339,1.780738552,6.535592906,2.122023313,13.08005933,2.043727297,2.677698188,1.038902968,8.173765416,5.133409672,3.665954013,2.777034664,14.73325501,3.286440475,4.469419715,0.472126947,3.262368659,4.055295988,1.241873182,10.27439677,3.268108742,7.063493745,1.427747584,5.333298631,2.488233322,8.857259875,0.77771857,1.188021829,7.722002097,1.350872157,2.687815938,0.576094011,3.328233485,1.349268821,0.636079714
Lser-PCecL5,0.210342233,0,0.15981247,0.174656778,0.14738854,0.668677782,0,0,0,0.18796731,0.318514296,0.360848058,0.394573977,1.253557282,0,0,0.30556123,0.262731095,0,0.930910066,0.166049102,0.378756459,0,1.815982246,0.291624983,0.423165251,0.124281637,0,0.125849151,0.470952087,0.196615887,1.177546589,0.320364857,1.262912757,0.465467942,0.118223447,0.57291527,0.690640577,0.11129616,0.800276682,0,1.239163515,0.583922085,0.223141516,0.103890297,0.220912579,0.982993341,0.473026324,0,0.94292832,0.398356421,0.343801517,0,0.407796082,0.405529599,0.248374636,0.422235484,0.121041065,0.666367334,0.118978965,0.426663891,0,0.560586068,0.129619762,0.148502729,0.291396306,0.270174431,0,0.345656407,0.114766672,0.207579819,0.508863771
Lser-PCecL4,15.14464078,1.467259809,14.06349733,13.09925832,17.24445922,40.92308026,14.25641982,9.289786808,6.970985546,17.29299254,12.89982901,36.8065019,18.01887826,23.31616545,9.985387174,12.20172154,15.88918394,20.88712205,14.72357926,58.99642542,14.2802228,21.96787463,20.2381018,25.7442189,28.14181081,9.309635515,11.5581922,8.722201946,11.45227278,28.0216492,11.20710554,16.25014292,10.57204029,11.78718573,20.0151215,7.448077149,13.74996648,12.62885627,7.568138848,15.47201586,15.00573628,9.36256878,14.4520716,13.27692018,5.090624545,8.173765416,6.771731908,14.42730289,9.256782213,9.429283205,3.18685137,7.449032858,3.304888629,7.850074586,5.170502385,1.862809773,5.348316125,3.994355129,4.664571341,4.045284822,6.399958358,4.976466645,3.475633622,4.407071899,4.158076403,12.38434299,3.782442039,6.271570523,4.032658078,4.82020022,5.397075283,2.798750739
Lser-PCecL3,2.524106797,0,0.799062348,1.571910998,1.031719783,2.674711128,1.284362146,0.599341084,0.454629492,0.939836551,1.433314334,1.804240289,3.288116471,0.501422913,4.204373547,2.681697042,3.361173526,4.466428615,2.366289524,2.909093956,4.649374867,1.010017225,2.437048908,2.456917156,2.478812351,2.256881337,2.485632732,1.585854899,1.510189817,2.119284393,1.867850923,1.177546589,1.281459429,2.315340054,0.310311961,1.536904808,1.14583054,0.887966456,0.333888479,3.467865623,1.364157844,0.963793845,0.583922085,0.780995305,1.350573859,0.773194026,0.43688593,0.709539486,6.611987295,1.885856641,7.170415582,3.32341466,0.849828505,1.73313335,2.635942392,0.869311227,3.096393546,1.452492774,3.465110139,4.997116545,4.159972932,5.450415849,0.896937709,3.499733567,6.385617333,11.80155037,1.756133804,3.199780879,4.839189694,3.787300173,0.934109184,1.526591312
Lser-PCecL2,0.210342233,0.978173206,2.077562106,1.746567776,0.736942702,6.820513376,2.183415648,2.247529067,0.909258984,1.127803861,2.070342927,5.05187281,2.2359192,1.754980195,3.15328016,1.743103077,2.444489837,1.182289927,0.920223704,5.23636912,8.136406017,1.388773684,2.119172963,5.127479283,1.16649993,0.846330501,0.37284491,0.4531014,0.125849151,0.353214066,1.278003263,2.472847836,0.480547286,0.631456378,0.155155981,0.35467034,0.114583054,1.578607033,0.445184638,0.800276682,1.061011656,2.065272525,0.291961042,0.892566063,0.519451484,0.552281447,0.109221482,0.591282905,3.834952631,1.414392481,3.386029581,2.177409605,0.188850779,0.611694124,3.751148789,0.620936591,2.533412901,0.605205323,2.265648937,3.688347926,4.373304878,0.829411107,1.23328935,2.203535949,10.09818555,6.993511333,0.810523294,2.303842233,2.765251254,1.377200063,0.518949546,1.144943484
Lser-Cec3,3.786160196,13.69442489,25.88962008,12.92460154,6.632484316,13.64102675,9.118971236,10.63830425,94.10830487,9.210398201,30.25885816,13.35137814,1.578295906,4.136739031,3.678826854,2.54761219,32.23670973,8.276029492,10.12246074,5.003641604,38.02524445,4.418825358,39.20469982,7.58439644,5.395062177,3.244266922,4.971265464,3.511535848,6.544155874,16.01237097,9.240946674,4.239167719,4.004560714,4.209709189,8.843890896,8.984981957,2.406244135,3.058551127,3.227588626,3.734624518,8.488093251,8.949514275,8.32088971,5.243825618,12.36294532,4.086882708,6.007181531,3.074671108,17.5878862,6.246900123,4.282331528,9.626442462,6.420926479,4.893552989,10.64515197,9.189861546,5.91129677,2.541862355,3.065289739,4.402221718,2.773315288,31.63610938,1.345406563,3.629353328,27.32450207,20.25204323,14.85959373,7.93545658,12.09797423,24.21576777,6.538764286,16.15642472
Lser-Cec4,1.051711166,1.141202074,1.917749636,0.523970333,0.294777081,1.203620008,0.642181073,0.749176356,6.516356054,0.939836551,2.388857223,0.541272087,0,0.125355728,0.39416002,0.402254556,2.291709222,0.788193285,0.657302646,0.581818791,5.147522174,0.252504306,3.178759445,0.534112425,0,0.141055084,0,0,0,1.177380218,0.098307943,0.235509318,0,0.210485459,0.155155981,2.364468936,0,0,0,0.133379447,0.757865469,0.55073934,0.729902606,0.446283031,1.870025343,0,0.655328894,0.236513162,1.454637205,0.11786604,0.497945527,0.573002528,0.472126947,0.101949021,0.912441597,0.248374636,0.562980645,0,0,0.118978965,0.106665973,3.910080935,0.112117214,0.518479047,2.079038201,1.019887069,1.756133804,1.279912352,2.07393844,1.606733407,1.141689002,1.272159427
Lser-Cec5,0.210342233,0.815144338,3.835499272,0.174656778,0,1.337355564,0.513744858,0.599341084,15.1543164,0.751869241,3.025885816,0.902120145,0.263049318,0.250711456,0.262773347,0.134084852,1.527806148,0.262731095,0.920223704,1.280001341,7.804307812,0.757512918,5.403891056,0.21364497,0.437437474,0,0,0,0,1.883808349,0.688155603,0.235509318,0.160182429,0.210485459,0.465467942,0.945787574,0.114583054,0,0,0,0.303146188,0.963793845,1.021863649,0.446283031,1.454464156,0.441825158,0.327664447,0,0.793438475,0.11786604,0.099589105,0.229201011,0.283276168,0.203898041,0.709676798,0,0.422235484,0,0,0.237957931,0.106665973,9.005034881,0,0,2.376043659,1.165585222,0.675436078,0.25598247,0.460875209,6.08263361,0.311369728,0.636079714
Lser-Cec6,0.210342233,6.032068104,3.835499272,1.222597443,0.736942702,10.69884451,0.256872429,0.449505813,9.698762499,5.451051997,22.7737722,13.53180217,0,0.125355728,0,0.134084852,0.916683689,0.394096642,0.525842116,0.116363758,0.830245512,0,4.874097815,2.456917156,1.020687439,0.141055084,0,0.11327535,0,0.117738022,0.58984766,0.471018635,0.640729714,0.420970919,3.413431574,0.118223447,0,0.09866294,0.11129616,0.133379447,0,0.27536967,0.145980521,0,0.727232078,0.220912579,0.109221482,0.236513162,0.925678221,1.060794361,4.282331528,0.458402022,11.33104673,0.509745103,1.419353596,1.3660605,6.896512898,5.08372471,0.399820401,6.067927233,0.106665973,0.118487301,0.112117214,0.129619762,0.148502729,0.582792611,0.405261647,0.25598247,0.691312813,0.688600031,0.830319274,1.272159427
Lser-Cec1,0,0,0.319624939,0.174656778,0.294777081,0.802413338,0.128436215,0,0.75771582,0,0.477771445,0.360848058,0,0,0,0,0.458341844,0,0.131460529,0,0,0.126252153,0.105958648,0.106822485,0,0,0,0.11327535,0,0,0.098307943,0,0.320364857,0,0.155155981,0.118223447,0,0,0,0,0,0,0.291961042,0,0.103890297,0,0,0.118256581,0.132239746,0,0.099589105,0,0,0.101949021,0,0,0,0,0,0.118978965,0,0.118487301,0,0,0.148502729,0,0,0,0,0,0,0
Lser-Cec2,0,0.326057735,0.15981247,0.349313555,0.294777081,2.808446684,0.385308644,0.299670542,3.637035937,0.18796731,10.19245749,1.62381626,0,0,0,0,0.30556123,0.262731095,0,0.116363758,0.830245512,0,3.284718093,2.991029582,0.145812491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151573094,0.137684835,0.145980521,0,0.207780594,0.110456289,0,0,0.132239746,0,0.597534632,0,1.227530062,0,0,0.124187318,0.703725806,1.452492774,0.133273467,1.665705515,0,0,0,0,0,0.437094458,0,0,0.230437604,1.491966735,0.311369728,0
Lser-Cec7,0,0,0,0,0.14738854,0,0,0,0,0.18796731,0.318514296,0,0,0,0,0,0,0,0,0,0.332098205,0,0.105958648,0,0,0,0,0,0,0,0,0,0.160182429,0,0,0,0.114583054,0,0,0,0.303146188,0,0,0,0,0,0,0,0,0.11786604,0.199178211,0,0.283276168,0,0.1013824,0,0,0.121041065,0,0,0,0,0,0,0,0,0,0,0.115218802,0,0,0
Lser-Cec8,0,0.326057735,0.958874818,2.270538109,0,2.942182241,0.513744858,0,2.879320117,2.631542343,4.140685854,7.216961158,1.18372193,0.626778641,0.131386673,0.268169704,0.30556123,0.394096642,0,0.349091275,0.498147307,0.631260765,1.483421074,1.602337276,0,0,0.124281637,0.2265507,0.125849151,0.353214066,0.786463547,0.824282612,0.640729714,0,5.585615303,0.236446894,0.343749162,1.282618214,0.445184638,0.266758894,0.303146188,0.82610901,0.729902606,1.004136821,0.935012671,0.331368868,0,0.709539486,1.057917967,0.70719624,0.597534632,0.229201011,1.416380841,0,0.304147199,0,1.407451612,1.452492774,0.133273467,0.951831723,0.319997918,0.947898409,0.224234427,0.518479047,2.376043659,0.582792611,0.405261647,0.25598247,0.460875209,0.573833359,1.245478912,0.254431885
Lser-Def3b,0.210342233,0.163028868,0.639249879,0.174656778,0.294777081,3.34338891,1.284362146,1.498352711,18.79135234,0,6.370285929,0.360848058,0.263049318,0.376067185,1.708026753,0.536339408,4.43063783,5.2546219,6.047184339,5.701824153,40.18388278,7.575129184,21.93344017,1.281869821,0.437437474,0,0.124281637,0.2265507,0.377547454,1.530594284,0.58984766,0.588773294,0.480547286,0.420970919,0.620623923,1.064011021,0.687498324,1.381281154,0.11129616,0.666897235,6.214496845,0.82610901,11.09451961,3.570264251,12.77850651,0.441825158,7.973168214,0.354769743,0.396719238,0,0.398356421,0.343801517,0.094425389,0.407796082,0.608294398,0.620936591,0.422235484,0.121041065,0.399820401,0.237957931,0.213331945,6.990750763,0.560586068,0.907338332,16.63230561,5.2451335,16.61572753,4.607684466,0.691312813,4.016833516,0.830319274,33.58500887
Lser-Def1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134084852,0.152780615,0,0,0,0.166049102,0,0.211917296,0.106822485,0,0,0,0,0,0,0,0.117754659,0.160182429,0,0,0,0.114583054,0.197325879,0,0,0,0,0,0,0,0,0.109221482,0,0,0,0,0,0.188850779,0.101949021,0.1013824,0.124187318,0,0.242082129,0,0,0.213331945,0,0.112117214,0,0,0,0,0.127991235,0.230437604,0,0,0.127215943
Lser-Def2,20.19285438,40.43115919,44.26805409,92.39343535,23.28738938,34.10256688,42.76925946,27.12018407,85.16725819,31.01460619,61.63251636,67.11773877,20.25479746,31.9657107,32.97805501,38.48235256,39.41739863,36.38825666,48.37747471,23.50547916,74.55604697,36.61312439,119.3094378,50.63385792,20.12212379,18.19610578,14.54095148,15.63199829,18.24812696,32.26021798,24.57698584,26.73030756,16.65897257,15.15495308,37.70290329,56.74725447,14.66663092,27.03364544,27.60144756,18.67312259,29.40518019,29.18918502,21.89707819,31.46295371,47.99731714,24.30038367,21.84429648,19.51233588,40.3331225,9.547149245,8.863430373,8.595037913,10.19794206,10.50074912,14.09215356,18.87647236,11.68184838,10.53057261,19.59119963,22.84396135,21.11986258,45.14366171,9.529963157,20.22068283,57.76756145,54.05401468,44.71386839,27.64610679,23.04376045,51.75976903,23.66409932,53.81234376
Lser-Def4,0.210342233,0,1.118687288,0,0.14738854,0.534942226,0,0.299670542,8.183330858,0.18796731,1.114800038,2.886784463,0.131524659,0,0.39416002,0,0.152780615,0.131365547,0,0.232727516,4.981473071,0.378756459,2.437048908,0.854579881,1.020687439,0.705275418,0.621408183,0.11327535,0.629245757,0.941904175,1.47461915,0.588773294,1.601824286,0.420970919,5.585615303,0.236446894,0.114583054,0.09866294,0.667776957,0.133379447,0.151573094,0,0.437941564,0,1.97391564,0.110456289,0.327664447,0.118256581,0.132239746,0.23573208,0,0.229201011,0,0,0.202764799,0.372561955,0.140745161,0.242082129,0,0,0.319997918,12.79662851,0.112117214,0.388859285,1.188021829,0.874188917,1.080697725,0.767947411,0.115218802,5.049733563,0.415159637,0.127215943
Lser-Def5,0,0.163028868,0.479437409,0,0,0,0,0.149835271,5.910183398,0,1.274057186,0.360848058,0,0,0,0,0.30556123,0.262731095,0.131460529,0,1.328392819,0.126252153,2.013214315,0.106822485,0,0,0,0,0,0.117738022,0.196615887,0,0,0,1.086091864,0,0,0,0,0,0,0.137684835,0.291961042,0.669424547,0.519451484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118978965,0,5.331928548,0,0.129619762,0,0.145698153,0,0.25598247,0,3.443000157,0.103789909,0.254431885
